Alder;Køn;Eksponeringer;CPM (pris pr. 1000 eksponeringer)
18-24;male;101;50,0990099
Unknown;unknown;0;
45-54;male;4;30
13-17;unknown;59;15,93220339
Unknown;unknown;0;
45-54;female;8;55
Unknown;unknown;0;
45-54;unknown;7;78,57142857
55-64;unknown;5;42
55-64;female;17;74,11764706
55-64;male;9;45,55555556
45-54;male;9;64,44444444
Unknown;unknown;0;
18-24;male;333;53,18318318
13-17;female;1100;14,93636364
18-24;female;65;59,69230769
13-17;male;816;13,05147059
Unknown;unknown;0;
18-24;male;37;51,35135135
18-24;unknown;1;110
45-54;male;109;53,66972477
45-54;female;109;61,9266055
18-24;male;31;40,96774194
25-34;male;1082;43,56746765
55-64;female;125;86,56
13-17;female;999;22,98298298
13-17;male;731;19,17920657
18-24;female;54;50,92592593
13-17;unknown;51;17,05882353
Unknown;unknown;0;
18-24;unknown;4;40
13-17;female;20;21
Unknown;unknown;0;
Unknown;unknown;0;
25-34;male;179;41,73184358
18-24;male;4;70
45-54;female;14;56,42857143
13-17;male;30;14,66666667
55-64;female;25;60,8
18-24;unknown;13;30
18-24;male;61;44,59016393
13-17;unknown;81;20,12345679
18-24;female;152;53,94736842
13-17;male;890;17,01123596
13-17;female;1543;21,27673364
45-54;male;1;70
55-64;male;4;77,5
18-24;male;81;51,97530864
18-24;female;2;30
55-64;male;68;73,23529412
55-64;female;292;73,90410959
55-64;male;260;62,11538462
45-54;female;63;73,65079365
45-54;male;38;62,89473684
55-64;unknown;4;65
Unknown;unknown;0;
13-17;female;667;14,31784108
25-34;male;799;45,69461827
18-24;male;183;55,90163934
Unknown;unknown;0;
45-54;unknown;6;33,33333333
55-64;female;93;80,32258065
55-64;unknown;10;62
45-54;female;301;68,23920266
Unknown;unknown;0;
45-54;male;269;55,6133829
18-24;male;16;58,125
13-17;unknown;23;13,04347826
Unknown;unknown;0;
18-24;female;37;50,81081081
13-17;male;305;13,60655738
55-64;female;43;90,69767442
18-24;male;57;55,26315789
45-54;female;27;84,07407407
45-54;male;32;55
55-64;male;58;70,17241379
Unknown;unknown;0;
25-34;male;1136;50,1584507
18-24;male;272;58,75
Unknown;unknown;0;
13-17;female;1630;24,60736196
13-17;male;968;22,2107438
18-24;female;199;59,29648241
13-17;unknown;66;19,24242424
18-24;male;44;57,72727273
18-24;unknown;5;40
55-64;unknown;2;25
25-34;male;262;42,97709924
Unknown;unknown;0;
Unknown;unknown;0;
Unknown;unknown;0;
18-24;male;1;40
18-24;female;6;66,66666667
13-17;unknown;5;12
13-17;male;90;11,44444444
Unknown;unknown;0;
13-17;female;69;14,49275362
55-64;male;271;61,59427185
55-64;female;347;89,54589876
45-54;female;298;70,65502289
55-64;unknown;8;113,83215962
45-54;male;215;60,27606306
45-54;unknown;5;88,06356085
45-54;unknown;1;50
55-64;male;4;40
55-64;female;10;88
Unknown;unknown;0;
45-54;male;5;44
45-54;female;7;34,28571429
18-24;female;255;55,7254902
13-17;unknown;80;13,5
18-24;male;64;48,4375
Unknown;unknown;0;
45-54;female;26;70,38461538
Unknown;unknown;0;
55-64;female;37;100,81081081
18-24;female;1;50
13-17;female;37;20,81081081
13-17;male;62;11,77419355
13-17;unknown;6;10
45-54;male;41;88,29268293
13-17;female;2180;19,70183486
55-64;male;46;99,34782609
13-17;male;1038;16,14643545
18-24;unknown;10;38
55-64;unknown;7;57,14285714
45-54;unknown;1;60
45-54;male;5;194
55-64;female;16;119,375
45-54;unknown;3;73,33333333
Unknown;unknown;0;
55-64;female;158;90,25316456
55-64;male;135;78,22222222
45-54;male;139;71,72661871
45-54;female;129;81,70542636
55-64;male;13;96,92307692
45-54;female;8;291,25
13-17;female;25;17,2
Unknown;unknown;0;
18-24;unknown;18;31,11111111
18-24;male;83;43,73493976
13-17;male;23;11,30434783
13-17;unknown;149;11,54362416
13-17;unknown;1;10
18-24;female;405;44,22222222
13-17;male;1280;12,4140625
13-17;female;3042;13,83957922
18-24;male;174;109,54022989
Unknown;unknown;0;
18-24;male;130;110,92307692
18-24;unknown;10;42
13-17;female;22;16,36363636
13-17;male;40;15,5
13-17;unknown;3;20
18-24;male;1;20
18-24;female;1;10
Unknown;unknown;0;
13-17;female;2794;15,3758053
13-17;male;1890;13,81481481
18-24;female;212;48,25471698
13-17;unknown;161;12,42236025
18-24;male;84;49,4047619
13-17;unknown;7;18,57142857
18-24;male;233;85,6223176
13-17;male;81;21,11111111
13-17;female;41;19,26829268
18-24;male;374;109,30481283
18-24;female;4;175
18-24;male;57;68,94736842
Unknown;unknown;0;
18-24;unknown;11;44,54545455
18-24;male;100;56
18-24;female;145;56,4137931
13-17;unknown;155;13,35483871
13-17;male;1755;13,93732194
13-17;female;2250;17,04888889
18-24;male;4;80
18-24;male;1;50
Unknown;unknown;0;
25-34;male;73;48,21917808
25-34;male;164;55,54878049
18-24;male;11;83,63636364
25-34;male;276;50,07246377
18-24;male;426;124,38967136
18-24;male;391;64,65473146
13-17;unknown;3;13,33333333
13-17;male;36;19,44444444
13-17;female;23;22,17391304
Unknown;unknown;0;
18-24;unknown;7;57,14285714
13-17;unknown;93;15,59139785
18-24;male;174;52,4137931
18-24;female;353;56,99716714
13-17;male;1141;16,19631902
13-17;female;1299;20,53117783
18-24;male;83;55,78313253
25-34;male;764;57,55235602
Unknown;unknown;0;
Unknown;unknown;0;
13-17;female;19;8,94736842
13-17;male;12;13,33333333
13-17;unknown;1;0
Unknown;unknown;0;
18-24;male;21;74,76190476
25-34;male;93;58,27956989
Unknown;unknown;0;
18-24;unknown;22;43,18181818
13-17;unknown;66;12,57575758
18-24;male;191;48,37696335
13-17;male;720;11,86111111
18-24;female;770;53,66233766
13-17;female;1195;12,78661088
Unknown;unknown;0;
18-24;male;361;67,78393352
25-34;male;924;59,97835498
Unknown;unknown;0;
18-24;unknown;25;50,8
13-17;unknown;92;8,47826087
18-24;male;135;56
13-17;male;669;9,0284006
18-24;female;838;49,94033413
13-17;female;1650;10,18787879
18-24;male;2;55
13-17;unknown;4;5
13-17;male;27;6,66666667
13-17;female;67;9,55223881
18-24;male;1;90
13-17;female;8;12,5
18-24;female;3;53,33333333
45-54;female;173;62,13872832
55-64;female;236;124,53389831
45-54;female;118;80,6779661
45-54;female;26;80
55-64;female;349;89,74212034
55-64;female;42;108,33333333
45-54;female;821;57,02801462
55-64;female;1776;78,88513514
45-54;female;287;49,02439024
55-64;female;531;65,48022599
55-64;female;34;56,47058824
45-54;female;19;63,68421053
55-64;female;0;
55-64;female;346;95,34682081
45-54;female;187;84,97326203
55-64;female;405;106,56790123
45-54;female;190;89,89473684
45-54;female;613;83,3278956
55-64;female;1318;104,43095599
45-54;female;136;67,57352941
55-64;female;268;76,00746269
45-54;female;533;81,63227017
55-64;female;1215;102,61728395
45-54;female;270;84
55-64;female;440;106,02272727
45-54;female;60;87,16666667
55-64;female;128;81,953125
55-64;female;1724;89,60556845
45-54;female;899;71,89098999
65;female;0;
55-64;male;0;
65;female;2;30
45-54;female;6;71,66666667
55-64;male;220;74,18181818
55-64;female;83;103,4939759
55-64;unknown;5;94
45-54;unknown;1;10
65;female;175;105,94285714
45-54;female;6;178,33333333
55-64;female;78;131,41025641
55-64;unknown;3;93,33333333
45-54;male;12;100,83333333
45-54;male;25;60,4
55-64;female;4;95
55-64;male;9;77,77777778
45-54;male;1;20
55-64;male;95;112,42105263
55-64;male;679;93,52652186
45-54;male;56;106,97187991
55-64;female;516;128,45873201
55-64;unknown;10;156,01107561
65;female;21;79,52380952
45-54;female;38;92,63815556
65;female;726;108,03030303
45-54;female;13;69,23076923
55-64;unknown;9;123,33333333
45-54;unknown;1;170
45-54;male;8;41,25
55-64;female;211;86,77725118
55-64;female;23;78,69565217
45-54;female;2;135
55-64;male;311;93,31189711
55-64;male;35;146,57142857
45-54;male;32;68,125
55-64;female;959;91,23044838
55-64;male;994;80,93561368
45-54;male;95;76
55-64;unknown;5;134
45-54;female;3;116,66666667
45-54;female;71;70,14084507
45-54;male;7;67,14285714
55-64;unknown;2;50
65;female;13;67,69230769
45-54;unknown;3;43,33333333
55-64;male;57;101,05263158
55-64;female;37;95,94594595
45-54;male;8;80
45-54;female;6;75
55-64;unknown;2;190
65;female;436;102,29357798
55-64;female;34;107,94117647
55-64;male;59;106,27118644
55-64;unknown;1;60
45-54;male;13;48,46153846
55-64;male;93;98,92473118
55-64;female;31;114,83870968
55-64;male;61;135,73770492
55-64;unknown;2;115
45-54;male;3;43,33333333
45-54;female;4;37,5
45-54;female;5;72
55-64;female;72;126,11111111
45-54;unknown;3;50
55-64;female;949;99,44151739
45-54;male;64;55
55-64;unknown;16;66,875
55-64;male;797;85,97239649
45-54;female;88;80
55-64;unknown;4;45
55-64;female;787;109,59339263
45-54;male;76;88,42105263
45-54;female;73;84,52054795
55-64;male;786;95,1653944
55-64;unknown;6;185
55-64;unknown;1;140
45-54;female;3;100
45-54;male;5;54
55-64;female;24;115,83333333
45-54;female;7;85,71428571
45-54;male;14;120
55-64;female;91;114,61538462
55-64;male;182;90,82417582
55-64;male;69;141,01449275
45-54;unknown;2;45
65;male;2;130
45-54;female;37;194,59459459
55-64;female;55;284,90909091
65;female;16;415,625
65;male;3;593,33333333
35-44;female;10;171
55-64;unknown;3;156,66666667
55-64;male;23;283,91304348
35-44;female;1;240
55-64;male;133;99,62406015
55-64;male;23;318,26086957
45-54;unknown;2;80
45-54;female;84;90,71428571
55-64;female;820;111
55-64;male;601;96,50582363
45-54;female;1;100
45-54;male;4;37,5
55-64;male;24;122,08333333
55-64;female;15;102,66666667
55-64;female;42;387,38095238
65;female;8;322,5
55-64;unknown;5;82
45-54;female;13;190,76923077
65;female;1;220
55-64;male;6;251,66666667
55-64;female;5;258
45-54;male;1;210
35-44;female;1;160
45-54;male;3;1076,66666667
45-54;male;49;76,93877551
55-64;unknown;7;182,85714286
55-64;female;94;103,82978723
45-54;male;14;83,57142857
45-54;female;2;40
45-54;male;1;170
65;female;4;817,5
45-54;male;8;325
45-54;female;10;188
55-64;male;31;325,16129032
65;male;2;195
55-64;unknown;2;140
45-54;unknown;2;335
35-44;female;2;150
45-54;female;1;750
55-64;unknown;1;120
65;male;1;170
65;female;8;611,25
45-54;male;3;133,33333333
55-64;female;18;379,44444444
55-64;male;31;355,16129032
55-64;female;38;324,21052632
65;female;19;210,52631579
45-54;male;6;118,33333333
35-44;female;8;81,25
45-54;female;33;145,45454545
35-44;male;2;355
65;unknown;1;210
65;male;2;210
45-54;female;2;80
55-64;unknown;1;200
45-54;unknown;3;196,66666667
55-64;male;43;119,30232558
55-64;female;22;86,36363636
45-54;male;6;86,66666667
55-64;unknown;3;410
55-64;male;39;539,23076923
45-54;unknown;1;80
55-64;female;35;257,71428571
55-64;male;25;276,4
45-54;female;7;918,57142857
65;male;5;370
65;female;5;204
45-54;male;2;270
35-44;female;2;220
65;male;6;393,33333333
55-64;female;55;465,45454545
55-64;unknown;3;30
45-54;female;17;75,29411765
45-54;male;36;69,44444444
55-64;male;366;106,12021858
55-64;female;124;120,64516129
45-54;male;9;401,11111111
45-54;female;17;157,05882353
65;female;34;315,58823529
55-64;male;55;308,54545455
55-64;female;73;215,06849315
35-44;female;1;160
65;unknown;1;140
45-54;unknown;1;140
55-64;female;545;127,57798165
45-54;male;48;134,58333333
45-54;female;39;95,8974359
65;female;2;110
45-54;unknown;1;40
35-44;female;14;147,85714286
55-64;male;55;300
65;male;4;432,5
45-54;male;8;131,25
35-44;male;3;113,33333333
55-64;unknown;2;445
65;unknown;1;100
55-64;unknown;7;177,14285714
55-64;male;434;120,57603687
45-54;unknown;1;130
55-64;female;11;312,72727273
65;female;17;248,23529412
45-54;female;35;168,28571429
55-64;female;77;340,64935065
35-44;male;2;115
45-54;female;2;70
45-54;male;2;190
55-64;male;9;428,88888889
35-44;female;1;110
35-44;male;2;250
55-64;unknown;3;116,66666667
35-44;male;1;150
55-64;female;557;113,68043088
45-54;female;50;70,4
45-54;male;27;95,92592593
55-64;male;380;91,15789474
65;male;1;100
55-64;unknown;8;66,25
45-54;unknown;1;130
55-64;unknown;1;30
65;unknown;1;90
65;male;2;320
45-54;male;3;133,33333333
45-54;female;4;72,5
65;female;5;86
55-64;female;34;277,05882353
55-64;male;40;348,5
45-54;male;5;384
55-64;male;14;259,28571429
35-44;male;1;130
55-64;unknown;4;195
65;male;8;468,75
55-64;female;126;216,42857143
45-54;female;42;141,19047619
55-64;unknown;4;122,5
65;male;1;130
65;unknown;1;150
65;female;1;80
45-54;unknown;2;220
65;male;4;390
35-44;female;11;110,90909091
45-54;male;10;185
55-64;male;56;294,10714286
65;female;25;172,4
55-64;female;7;262,85714286
35-44;female;4;115
55-64;male;60;263,33333333
45-54;male;1;830
45-54;female;1;130
45-54;male;10;343
65;female;19;219,47368421
45-54;female;23;273,47826087
55-64;male;62;304,19354839
55-64;female;64;221,25
35-44;male;2;185
55-64;female;46;197,17391304
65;female;11;174,54545455
45-54;female;16;225,625
45-54;unknown;1;210
35-44;female;8;100
35-44;female;1;110
45-54;unknown;1;530
65;male;10;207
55-64;unknown;2;420
45-54;male;6;101,66666667
55-64;male;34;296,17647059
55-64;female;50;216,4
45-54;male;8;266,25
55-64;male;18;211,11111111
55-64;unknown;1;390
65;female;12;217,5
55-64;female;16;173,75
65;female;5;222
45-54;female;9;115,55555556
55-64;female;21;424,28571429
55-64;male;17;270,58823529
45-54;male;3;180
55-64;male;59;210,6779661
55-64;female;87;313,56321839
35-44;female;1;100
55-64;female;58;337,5862069
65;female;15;195,33333333
35-44;female;10;152
45-54;female;34;157,94117647
65;unknown;1;120
45-54;male;7;367,14285714
65;male;7;307,14285714
45-54;unknown;2;390
55-64;unknown;1;240
35-44;male;1;130
35-44;female;5;152
55-64;male;49;206,32653061
45-54;female;11;117,27272727
45-54;female;16;193,75
45-54;female;3;263,33333333
35-44;male;2;275
65;female;1;210
45-54;male;1;80
65;female;8;140
35-44;male;1;90
45-54;unknown;1;400
65;unknown;1;40
55-64;unknown;2;140
55-64;male;71;230,56338028
35-44;male;2;75
55-64;unknown;3;66,66666667
65;female;25;252,4
45-54;female;11;246,36363636
65;male;9;357,77777778
45-54;male;8;1035
35-44;male;1;130
65;female;4;320
35-44;female;1;50
55-64;female;30;239,33333333
45-54;female;9;108,88888889
45-54;male;2;785
55-64;male;25;172
35-44;female;5;84
55-64;female;58;223,62068966
35-44;male;1;130
45-54;unknown;1;200
45-54;male;14;127,14285714
55-64;female;10;314
55-64;male;6;185
65;female;2;375
45-54;female;1;130
35-44;female;1;70
45-54;male;2;45
55-64;male;95;195,05263158
65;female;30;189
35-44;male;2;75
45-54;female;50;116,4
35-44;female;15;119,33333333
55-64;unknown;5;376
45-54;unknown;1;110
55-64;female;124;226,12903226
65;male;4;470
65;female;2;130
55-64;male;16;273,125
55-64;female;16;211,25
65;male;1;360
45-54;female;4;162,5
45-54;unknown;1;470
35-44;female;13;162,30769231
65;female;26;210,38461538
55-64;unknown;2;95
45-54;unknown;6;436,66666667
55-64;female;120;269,41666667
55-64;unknown;2;30
35-44;female;2;110
65;male;5;154
35-44;female;1;140
35-44;male;1;70
45-54;unknown;1;40
35-44;male;1;130
55-64;male;14;468,57142857
45-54;unknown;1;250
45-54;male;1;40
65;male;1;1300
45-54;female;4;85
65;female;6;413,33333333
55-64;male;87;265,97701149
35-44;female;2;340
55-64;female;14;260,71428571
35-44;male;1;260
65;unknown;1;30
65;male;1;200
45-54;male;12;337,5
45-54;female;56;149,28571429
45-54;male;1;150
45-54;female;11;169,09090909
55-64;male;23;226,95652174
55-64;female;18;266,11111111
65;male;2;760
45-54;female;2;385
55-64;male;66;215,3030303
55-64;female;37;213,78378378
45-54;female;13;113,07692308
55-64;female;31;221,93548387
65;female;12;295,83333333
45-54;male;10;131
65;female;2;130
55-64;male;25;250,8
45-54;male;1;180
35-44;male;1;150
65;male;2;90
35-44;female;1;450
55-64;unknown;1;40
55-64;female;46;290,43478261
55-64;male;86;265,81395349
65;female;9;151,11111111
45-54;male;4;212,5
55-64;female;35;402,28571429
35-44;female;4;417,5
55-64;male;28;264,64285714
65;female;2;385
65;male;1;330
35-44;male;1;80
45-54;unknown;1;140
65;female;2;570
35-44;female;2;170
45-54;male;2;70
65;male;3;483,33333333
45-54;female;13;133,84615385
55-64;male;27;244,07407407
45-54;male;2;70
55-64;male;42;271,19047619
65;male;2;300
45-54;male;13;359,23076923
35-44;female;16;155
45-54;female;57;163,85964912
65;male;7;282,85714286
65;female;23;315,65217391
55-64;female;101;209,5049505
35-44;male;1;570
35-44;female;3;140
45-54;unknown;2;100
45-54;male;4;95
45-54;female;5;192
35-44;male;1;50
55-64;female;21;238,0952381
55-64;male;24;244,58333333
55-64;female;46;218,91304348
45-54;female;7;192,85714286
65;male;7;297,14285714
65;female;12;206,66666667
55-64;unknown;2;120
45-54;female;9;85,55555556
45-54;unknown;1;150
45-54;female;42;133,33333333
65;female;14;155,71428571
65;female;17;296,47058824
35-44;female;13;184,61538462
55-64;unknown;4;260
35-44;male;2;310
45-54;unknown;1;110
65;male;7;311,42857143
55-64;female;133;261,87969925
55-64;male;67;237,31343284
55-64;female;46;238,69565217
45-54;male;12;551,66666667
35-44;female;3;146,66666667
55-64;unknown;4;250
65;male;5;166
45-54;male;7;121,42857143
45-54;female;11;382,72727273
55-64;male;62;279,83870968
35-44;male;2;460
65;male;1;620
55-64;female;56;205,53571429
35-44;female;2;105
65;female;2;40
45-54;male;4;122,5
55-64;unknown;2;325
65;male;1;30
65;male;1;210
65;female;3;160
45-54;male;6;248,33333333
55-64;female;24;277,5
55-64;male;25;313,2
45-54;female;11;305,45454545
55-64;male;39;203,33333333
45-54;female;6;123,33333333
35-44;female;1;240
55-64;male;18;301,66666667
55-64;female;25;353,2
45-54;male;2;75
55-64;unknown;1;170
65;female;9;576,66666667
55-64;female;94;269,57446809
45-54;male;11;312,72727273
65;female;15;199,33333333
35-44;female;5;344
45-54;unknown;1;110
55-64;unknown;1;190
55-64;male;62;215,48387097
55-64;male;68;242,05882353
45-54;female;44;255,68181818
45-54;male;2;370
35-44;female;1;140
65;female;6;401,66666667
65;male;3;286,66666667
55-64;male;35;315,42857143
65;male;2;245
55-64;female;64;287,5
65;male;1;440
45-54;female;5;170
65;female;11;449,09090909
45-54;female;9;221,11111111
55-64;male;14;519,28571429
55-64;female;55;322,54545455
35-44;female;1;90
65;male;1;360
65;female;2;55
45-54;female;3;490
45-54;male;3;113,33333333
55-64;female;18;202,22222222
55-64;male;20;242
35-44;male;2;180
45-54;male;2;20
45-54;unknown;2;490
35-44;female;1;290
55-64;female;40;288,75
35-44;female;3;93,33333333
65;male;5;284
45-54;male;7;102,85714286
45-54;female;18;166,11111111
65;female;24;172,91666667
55-64;unknown;1;50
45-54;female;21;209,52380952
65;female;28;227,5
65;unknown;1;40
45-54;male;18;428,88888889
65;male;9;257,77777778
35-44;female;6;210
55-64;unknown;2;125
65;female;7;80
55-64;male;36;419,72222222
55-64;unknown;1;70
65;male;1;150
45-54;female;2;270
35-44;female;3;86,66666667
45-54;male;4;145
